PRN;Time_UTC;Azimuth;Elevation;MP_C1X;MP_C5X;MP_C7X;MP_C8X;SNR_S1X;SNR_S5X;SNR_S7X;SNR_S8X
E04;2022-01-01 22:57:30;8.71;9.66;-0.2550;-0.3771;0.8334;0.2189;37.0;40.9;40.5;44.2
E04;2022-01-01 22:58:00;8.59;9.56;0.4633;0.3870;0.3556;0.1112;38.3;41.7;40.6;45.1
E04;2022-01-01 22:58:30;8.48;9.46;0.0942;0.8126;0.1744;0.2568;39.6;41.3;40.5;44.8
E04;2022-01-01 22:59:00;8.36;9.36;-0.8462;0.3567;0.0850;0.1569;39.4;42.4;41.3;45.6
E04;2022-01-01 22:59:30;8.25;9.26;0.2889;0.5205;-0.4525;0.1459;40.6;41.5;40.7;44.9
E04;2022-01-01 23:00:00;8.13;9.16;-0.5638;0.4064;-0.0560;0.1192;39.3;41.0;39.7;44.0
E04;2022-01-01 23:00:30;8.02;9.06;-0.2892;-0.1991;-0.5005;0.1558;40.2;40.0;38.7;43.6
E04;2022-01-01 23:01:00;7.90;8.96;-0.1697;-0.2679;0.2564;0.0479;39.2;39.1;38.1;42.2
E04;2022-01-01 23:01:30;7.79;8.86;0.0329;-0.2401;-0.1927;0.0887;36.9;38.1;37.4;41.5
E04;2022-01-01 23:02:00;7.68;8.76;0.8598;0.3485;-0.0176;0.2640;38.3;36.8;35.8;40.4
E04;2022-01-01 23:02:30;7.57;8.65;0.5484;0.0785;0.1837;0.0707;34.2;34.8;34.4;38.4
E04;2022-01-01 23:03:00;7.45;8.55;-0.7425;-0.1631;0.1047;0.1449;32.5;35.1;33.1;37.9
E04;2022-01-01 23:03:30;7.34;8.45;1.0491;-0.2683;0.5610;0.1727;32.5;34.4;32.2;37.8
E04;2022-01-01 23:04:00;7.23;8.34;-0.2575;0.3682;0.0861;0.0298;30.1;32.1;30.3;34.8
E04;2022-01-01 23:04:30;7.12;8.24;1.3148;0.3228;nan;-0.1964;30.4;28.9;nan;31.1
E04;2022-01-01 23:05:00;7.01;8.13;3.9353;1.3157;nan;0.0223;27.8;28.3;nan;29.2
E04;2022-01-01 23:05:30;6.90;8.02;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:06:00;6.79;7.92;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:06:30;6.69;7.81;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:07:00;6.58;7.70;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:07:30;6.47;7.60;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:08:00;6.37;7.49;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:08:30;6.26;7.38;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:09:00;6.15;7.27;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:09:30;6.05;7.16;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:10:00;5.95;7.05;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:10:30;5.84;6.94;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:11:00;5.74;6.82;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:11:30;5.64;6.71;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:12:00;5.53;6.60;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:12:30;5.43;6.49;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:13:00;5.33;6.37;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:13:30;5.23;6.26;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:14:00;5.13;6.15;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:14:30;5.03;6.03;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:15:00;4.93;5.92;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:15:30;4.83;5.80;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:16:00;4.74;5.68;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:16:30;4.64;5.57;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:17:00;4.54;5.45;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:17:30;4.44;5.33;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:18:00;4.35;5.21;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:18:30;4.25;5.10;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:19:00;4.16;4.98;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:19:30;4.06;4.86;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:20:00;3.97;4.74;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:20:30;3.88;4.62;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:21:00;3.78;4.50;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:21:30;3.69;4.38;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:22:00;3.60;4.26;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:22:30;3.51;4.13;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:23:00;3.42;4.01;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:23:30;3.33;3.89;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:24:00;3.24;3.77;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:24:30;3.15;3.64;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:25:00;3.06;3.52;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:25:30;2.97;3.40;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:26:00;2.88;3.27;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:26:30;2.80;3.15;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:27:00;2.71;3.02;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:27:30;2.62;2.90;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:28:00;2.54;2.77;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:28:30;2.45;2.64;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:29:00;2.37;2.52;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:29:30;2.29;2.39;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:30:00;2.20;2.26;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:30:30;2.12;2.13;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:31:00;2.04;2.01;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:31:30;1.95;1.88;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:32:00;1.87;1.75;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:32:30;1.79;1.62;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:33:00;1.71;1.49;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:33:30;1.63;1.36;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:34:00;1.55;1.23;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:34:30;1.47;1.10;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:35:00;1.39;0.97;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:35:30;1.32;0.84;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:36:00;1.24;0.71;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:36:30;1.16;0.57;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:37:00;1.08;0.44;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:37:30;1.01;0.31;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:38:00;0.93;0.18;nan;nan;nan;nan;nan;nan;nan;nan
E04;2022-01-01 23:38:30;0.86;0.04;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:54:30;276.29;0.03;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:55:00;276.37;0.18;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:55:30;276.46;0.33;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:56:00;276.54;0.48;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:56:30;276.63;0.63;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:57:00;276.71;0.78;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:57:30;276.80;0.93;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:58:00;276.88;1.08;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:58:30;276.97;1.23;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:59:00;277.05;1.38;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 08:59:30;277.14;1.53;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:00:00;277.22;1.68;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:00:30;277.31;1.83;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:01:00;277.39;1.98;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:01:30;277.48;2.14;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:02:00;277.56;2.29;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:02:30;277.64;2.44;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:03:00;277.73;2.59;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:03:30;277.81;2.74;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:04:00;277.90;2.89;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:04:30;277.98;3.04;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:05:00;278.06;3.19;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:05:30;278.15;3.35;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:06:00;278.23;3.50;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:06:30;278.31;3.65;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:07:00;278.40;3.80;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:07:30;278.48;3.95;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:08:00;278.56;4.11;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:08:30;278.64;4.26;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:09:00;278.73;4.41;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:09:30;278.81;4.56;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:10:00;278.89;4.71;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:10:30;278.97;4.87;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:11:00;279.05;5.02;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:11:30;279.14;5.17;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:12:00;279.22;5.33;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:12:30;279.30;5.48;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:13:00;279.38;5.63;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:13:30;279.46;5.79;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:14:00;279.54;5.94;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:14:30;279.62;6.09;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:15:00;279.70;6.25;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:15:30;279.79;6.40;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:16:00;279.87;6.55;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:16:30;279.95;6.71;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:17:00;280.03;6.86;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:17:30;280.11;7.01;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:18:00;280.19;7.17;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:18:30;280.27;7.32;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:19:00;280.34;7.48;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:19:30;280.42;7.63;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:20:00;280.50;7.79;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:20:30;280.58;7.94;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:21:00;280.66;8.10;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:21:30;280.74;8.25;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:22:00;280.82;8.40;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:22:30;280.90;8.56;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:23:00;280.97;8.71;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:23:30;281.05;8.87;nan;nan;nan;nan;nan;nan;nan;nan
E05;2022-01-01 09:24:00;281.13;9.03;0.1481;0.3533;-0.6630;0.0564;37.9;36.9;36.4;40.3
E05;2022-01-01 09:24:30;281.21;9.18;0.9088;-0.0250;-0.4791;0.1146;37.9;37.7;36.8;41.3
E05;2022-01-01 09:25:00;281.28;9.34;0.3121;-0.2082;-0.5841;0.1341;39.3;38.6;37.7;42.0
E05;2022-01-01 09:25:30;281.36;9.49;0.3790;0.3222;-0.1353;0.1789;39.9;40.2;38.9;44.0
E05;2022-01-01 09:26:00;281.44;9.65;0.3138;0.1098;-0.4478;0.1446;40.7;40.5;39.9;43.8
E05;2022-01-01 09:26:30;281.52;9.80;0.2101;0.3585;0.1339;0.1382;40.5;40.6;40.6;44.2
E05;2022-01-01 09:27:00;281.59;9.96;0.1828;0.2641;0.2641;0.1495;41.7;42.0;41.6;45.3
E05;2022-01-01 09:27:30;281.67;10.12;0.2986;0.5907;0.5188;0.1881;42.2;41.9;41.6;45.5
E05;2022-01-01 09:28:00;281.74;10.27;0.1731;0.3508;0.4613;0.1574;42.4;42.3;41.6;45.9
E05;2022-01-01 09:28:30;281.82;10.43;0.3361;0.5691;0.5128;0.1473;43.7;42.3;42.6;46.5
E05;2022-01-01 09:29:00;281.90;10.58;0.3434;0.3278;0.4371;0.1099;43.6;42.7;42.7;46.3
E05;2022-01-01 09:29:30;281.97;10.74;0.3503;0.1814;0.3916;0.0721;44.2;43.1;43.1;46.4
E05;2022-01-01 09:30:00;282.05;10.90;0.1813;0.0457;0.1949;0.0655;44.6;42.8;43.6;46.8
E05;2022-01-01 09:30:30;282.12;11.05;0.1850;-0.0063;0.1932;0.0473;44.6;43.1;43.6;46.9
E05;2022-01-01 09:31:00;282.20;11.21;0.2885;-0.3149;0.0349;-0.0577;45.2;43.2;43.5;46.8
E05;2022-01-01 09:31:30;282.27;11.37;0.2471;-0.0220;-0.1701;-0.0846;43.9;43.2;43.5;46.9
E05;2022-01-01 09:32:00;282.35;11.52;0.2022;-0.1644;-0.2309;-0.0942;43.6;43.7;43.8;47.4
E05;2022-01-01 09:32:30;282.42;11.68;-0.2227;-0.0605;-0.1561;-0.1261;43.6;43.5;43.7;47.1
E05;2022-01-01 09:33:00;282.50;11.84;-0.1870;0.0378;-0.1241;-0.1876;43.4;43.4;43.5;47.0
E05;2022-01-01 09:33:30;282.57;12.00;-0.2130;-0.1519;0.0100;-0.1862;43.0;43.4;42.6;46.8
E05;2022-01-01 09:34:00;282.64;12.15;-0.1766;-0.0894;0.0553;-0.2287;41.9;42.1;42.8;46.3
E05;2022-01-01 09:34:30;282.72;12.31;-0.1314;-0.0465;0.2135;-0.2812;42.1;42.2;43.4;46.5
E05;2022-01-01 09:35:00;282.79;12.47;-0.2279;-0.0215;0.3390;-0.2855;42.1;42.1;42.1;45.6
E05;2022-01-01 09:35:30;282.86;12.63;0.2986;0.0198;0.5672;-0.2766;42.3;41.1;42.3;45.1
E05;2022-01-01 09:36:00;282.93;12.78;0.1496;-0.0303;0.5293;-0.2637;43.0;40.8;42.4;45.6
E05;2022-01-01 09:36:30;283.01;12.94;0.0680;-0.5427;0.8135;-0.1779;44.0;41.0;43.3;45.7
E05;2022-01-01 09:37:00;283.08;13.10;-0.1077;-0.5284;0.6140;-0.1041;43.9;40.9;43.5;45.9
E05;2022-01-01 09:37:30;283.15;13.26;-0.3869;-0.2862;0.3415;0.0206;44.1;42.1;43.7;46.8
E05;2022-01-01 09:38:00;283.22;13.42;-0.2532;-0.4892;0.1479;0.0711;43.6;42.8;44.1;46.8
E05;2022-01-01 09:38:30;283.30;13.57;-0.0717;-0.6016;0.1206;0.1386;43.3;43.5;44.4;47.8
E05;2022-01-01 09:39:00;283.37;13.73;-0.5225;-0.5317;0.4461;0.1748;42.7;44.0;44.4;48.3
E05;2022-01-01 09:39:30;283.44;13.89;-0.1997;-0.2021;0.2111;0.2301;42.7;44.0;44.9;48.0
E05;2022-01-01 09:40:00;283.51;14.05;-0.0087;-0.0978;0.3799;0.2624;42.3;45.0;44.9;49.1
E05;2022-01-01 09:40:30;283.58;14.21;-0.0936;-0.0902;0.3056;0.2896;42.6;44.8;44.4;48.5
E05;2022-01-01 09:41:00;283.65;14.37;-0.2917;0.0966;0.2933;0.2664;43.5;44.3;44.4;48.0
E05;2022-01-01 09:41:30;283.72;14.53;-0.1214;0.1287;0.0116;0.2494;43.9;43.9;43.5;47.4
E05;2022-01-01 09:42:00;283.79;14.68;-0.2251;0.1209;-0.2433;0.1720;44.2;43.7;43.3;47.5
E05;2022-01-01 09:42:30;283.86;14.84;0.3990;-0.0560;-0.2076;0.1499;44.0;44.0;43.9;47.6
E05;2022-01-01 09:43:00;283.93;15.00;0.0417;0.2768;-0.1487;0.0557;44.4;44.2;43.6;47.8
E05;2022-01-01 09:43:30;284.00;15.16;0.2563;0.1775;0.1439;0.0982;44.5;44.6;43.9;47.9
E05;2022-01-01 09:44:00;284.07;15.32;0.2938;0.3361;-0.0222;0.1290;44.4;45.2;44.4;48.5
E05;2022-01-01 09:44:30;284.14;15.48;0.2308;0.2250;0.2213;0.1234;44.1;45.2;44.8;48.9
E05;2022-01-01 09:45:00;284.20;15.64;0.0569;0.0875;0.3923;0.1523;44.7;44.9;45.2;48.5
E05;2022-01-01 09:45:30;284.27;15.80;0.1524;0.3654;0.3924;0.1903;44.6;45.2;44.7;48.6
E05;2022-01-01 09:46:00;284.34;15.96;-0.0430;0.1401;0.4895;0.2048;44.5;45.0;44.9;48.3
E05;2022-01-01 09:46:30;284.41;16.12;0.0592;0.1396;0.3015;0.2222;43.4;44.8;44.5;48.3
E05;2022-01-01 09:47:00;284.47;16.28;-0.4979;0.1088;0.2827;0.2313;41.9;45.3;44.7;48.8
E05;2022-01-01 09:47:30;284.54;16.44;-0.3846;0.1022;0.0945;0.2813;41.9;45.0;45.0;48.7
E05;2022-01-01 09:48:00;284.61;16.60;0.0631;0.0677;0.2049;0.3340;42.6;46.2;45.3;49.4
E05;2022-01-01 09:48:30;284.67;16.76;-0.0222;0.4121;0.2476;0.4252;43.7;46.7;45.2;49.6
E05;2022-01-01 09:49:00;284.74;16.92;-0.4392;0.6140;0.2349;0.4081;43.0;46.2;45.3;49.4
E05;2022-01-01 09:49:30;284.81;17.08;-0.3184;0.4113;0.2307;0.3497;42.8;46.4;44.9;49.0
E05;2022-01-01 09:50:00;284.87;17.24;-0.2063;0.3106;0.0277;0.3296;42.1;46.1;44.9;49.4
E05;2022-01-01 09:50:30;284.94;17.40;-0.2689;0.5678;-0.0765;0.2990;43.5;45.9;44.6;49.4
E05;2022-01-01 09:51:00;285.00;17.56;-0.1042;0.4889;0.1716;0.2537;43.8;46.5;44.8;49.3
E05;2022-01-01 09:51:30;285.07;17.72;0.1830;0.4404;0.2139;0.2361;43.6;45.9;45.6;49.7
E05;2022-01-01 09:52:00;285.13;17.89;-0.0679;0.3904;0.1888;0.2884;43.4;46.6;45.9;49.8
E05;2022-01-01 09:52:30;285.19;18.05;-0.4548;0.3335;0.3000;0.3008;42.8;46.6;46.1;50.2
E05;2022-01-01 09:53:00;285.26;18.21;-0.4613;0.5350;0.3702;0.3439;43.2;47.0;45.3;49.8
E05;2022-01-01 09:53:30;285.32;18.37;-0.1130;0.5536;-0.1332;0.2697;43.4;46.5;44.6;49.4
E05;2022-01-01 09:54:00;285.39;18.53;0.0025;0.5159;-0.2070;0.1414;43.6;46.1;44.4;49.1
E05;2022-01-01 09:54:30;285.45;18.69;-0.3459;0.5945;-0.2746;0.0905;43.8;46.0;44.5;48.7
E05;2022-01-01 09:55:00;285.51;18.85;-0.1896;0.5948;-0.3072;0.0490;42.8;46.6;44.6;49.2
E05;2022-01-01 09:55:30;285.57;19.02;-0.4037;0.5486;-0.3137;-0.0672;42.7;46.8;44.7;49.3
E05;2022-01-01 09:56:00;285.63;19.18;-0.4068;0.7550;-0.3591;-0.2075;42.8;46.2;44.3;49.1
E05;2022-01-01 09:56:30;285.70;19.34;-0.6677;0.4803;0.0033;-0.3554;43.7;46.3;44.4;49.2
E05;2022-01-01 09:57:00;285.76;19.50;-0.4245;0.3373;0.3050;-0.3606;43.0;45.4;44.4;48.6
E05;2022-01-01 09:57:30;285.82;19.66;-0.8677;0.0922;0.3117;-0.2739;42.9;44.8;45.3;48.5
E05;2022-01-01 09:58:00;285.88;19.83;-0.0558;-0.0532;0.4850;-0.1731;43.7;45.5;44.9;48.9
E05;2022-01-01 09:58:30;285.94;19.99;-0.3189;-0.2492;0.1571;-0.1380;43.1;45.3;45.0;48.6
E05;2022-01-01 09:59:00;286.00;20.15;-0.3517;-0.0447;-0.1698;-0.1448;43.4;45.1;44.8;48.6
E05;2022-01-01 09:59:30;286.06;20.31;-0.3930;-0.2440;-0.1674;-0.1779;43.2;45.4;44.6;48.8
E05;2022-01-01 10:00:00;286.12;20.48;0.0921;-0.2722;-0.1105;-0.1303;43.8;45.3;45.1;49.1
E05;2022-01-01 10:00:30;286.18;20.64;0.0103;-0.0123;-0.0038;-0.0367;44.4;45.6;45.0;49.2
E05;2022-01-01 10:01:00;286.24;20.80;0.2163;0.0307;0.0451;0.0403;43.7;46.1;45.7;49.6
E05;2022-01-01 10:01:30;286.29;20.96;-0.0693;0.1857;0.0493;0.0559;43.9;46.0;45.7;49.3
E05;2022-01-01 10:02:00;286.35;21.13;-0.0086;0.0673;-0.1211;-0.0109;44.6;45.9;45.3;48.8
E05;2022-01-01 10:02:30;286.41;21.29;0.3166;-0.1730;0.1694;0.0175;44.5;46.4;45.1;49.7
E05;2022-01-01 10:03:00;286.47;21.45;0.1329;-0.0704;-0.1064;0.1096;44.4;46.5;45.7;49.7
E05;2022-01-01 10:03:30;286.52;21.62;-0.1825;-0.0863;-0.3289;0.1725;45.6;46.8;45.5;50.2
E05;2022-01-01 10:04:00;286.58;21.78;0.1404;-0.0358;-0.7035;0.0629;45.3;46.9;44.9;49.4
E05;2022-01-01 10:04:30;286.64;21.94;-0.0373;-0.2527;-0.7282;-0.0465;45.1;46.5;45.0;49.1
E05;2022-01-01 10:05:00;286.69;22.11;-0.1350;-0.0493;-0.6599;-0.0383;43.6;46.4;45.9;50.0
E05;2022-01-01 10:05:30;286.75;22.27;-0.1322;-0.0666;-0.3697;-0.0195;44.0;46.8;46.2;50.5
E05;2022-01-01 10:06:00;286.80;22.43;-0.3161;0.1624;-0.1766;-0.0350;44.4;47.4;45.7;50.1
E05;2022-01-01 10:06:30;286.86;22.60;-0.2282;0.2775;-0.0754;-0.0555;44.3;46.8;46.1;49.9
E05;2022-01-01 10:07:00;286.91;22.76;-0.1415;0.3552;-0.0469;-0.0644;44.7;46.8;46.6;50.6
E05;2022-01-01 10:07:30;286.96;22.93;-0.2137;0.1186;0.0513;-0.0009;44.3;47.1;46.7;50.9
E05;2022-01-01 10:08:00;287.02;23.09;-0.0484;0.1279;-0.0253;0.0503;43.3;47.4;46.8;50.6
E05;2022-01-01 10:08:30;287.07;23.25;-0.4135;-0.0051;-0.0325;-0.0375;43.7;47.6;46.4;50.8
E05;2022-01-01 10:09:00;287.12;23.42;0.1394;-0.0876;-0.4627;-0.1115;43.5;47.7;46.6;50.7
E05;2022-01-01 10:09:30;287.17;23.58;-0.4356;-0.3836;-0.0769;-0.0271;42.9;46.6;46.8;50.5
E05;2022-01-01 10:10:00;287.23;23.75;-0.0306;0.0100;-0.0787;0.0578;43.5;47.3;46.7;50.8
E05;2022-01-01 10:10:30;287.28;23.91;-0.2643;0.1788;0.0061;0.0116;44.0;47.9;46.7;50.8
E05;2022-01-01 10:11:00;287.33;24.08;-0.2470;-0.0263;0.1663;-0.0456;43.7;47.0;47.3;50.8
E05;2022-01-01 10:11:30;287.38;24.24;-0.0675;0.1025;0.5653;0.0717;43.4;47.4;47.3;50.5
E05;2022-01-01 10:12:00;287.43;24.41;0.0193;0.0933;0.4661;0.1809;44.5;48.0;46.8;51.0
E05;2022-01-01 10:12:30;287.48;24.57;0.0151;0.0415;0.1226;0.1485;43.8;47.3;46.9;50.7
E05;2022-01-01 10:13:00;287.53;24.74;-0.2495;0.0419;0.1425;0.1861;43.7;47.2;47.4;51.2
E05;2022-01-01 10:13:30;287.58;24.90;0.0981;0.2112;0.1673;0.2568;44.0;48.0;47.6;51.4
E05;2022-01-01 10:14:00;287.63;25.07;-0.3857;0.2640;-0.3014;0.2322;42.8;48.3;46.8;51.5
E05;2022-01-01 10:14:30;287.67;25.23;-0.5801;0.1848;-0.2577;0.1444;43.4;48.1;47.2;51.2
E05;2022-01-01 10:15:00;287.72;25.40;-0.4419;0.2447;-0.0577;0.1502;42.8;47.9;46.8;50.6
E05;2022-01-01 10:15:30;287.77;25.56;-0.3771;0.2733;-0.1128;0.1362;41.6;48.3;46.7;51.3
E05;2022-01-01 10:16:00;287.82;25.73;-0.3879;0.2772;-0.3846;0.1067;42.2;48.1;47.1;51.2
E05;2022-01-01 10:16:30;287.86;25.89;-0.7688;0.0571;-0.1280;0.0229;42.6;48.2;47.3;51.2
E05;2022-01-01 10:17:00;287.91;26.06;-0.8080;-0.0701;0.0501;0.0578;42.4;47.4;47.9;51.1
E05;2022-01-01 10:17:30;287.95;26.22;-0.3112;0.2257;-0.1147;0.1304;42.8;47.8;47.2;51.0
E05;2022-01-01 10:18:00;288.00;26.39;-0.0536;0.0695;-0.0966;0.0191;42.6;47.8;47.7;51.2
E05;2022-01-01 10:18:30;288.04;26.56;0.0747;0.0808;-0.0522;-0.0126;44.2;47.9;47.2;51.0
E05;2022-01-01 10:19:00;288.09;26.72;0.2574;0.3460;-0.0909;-0.0153;43.6;48.1;46.8;51.2
